name,tags
Chippy,"Bullet Hell,Twin Stick Shooter,Arena Shooter,Shoot 'Em Up,Top-Down Shooter,Difficult,Arcade,Shooter,2D,Top-Down,Action,Score Attack,Retro,Abstract,Moddable,Colorful,Pixel Graphics,Space,Destruction,Local Co-Op,+"
OutDrive,"Racing,Indie,Casual,Retro,1980s,Music,Great Soundtrack,Arcade,Singleplayer,Cyberpunk,Driving,+"
Sacred Gold,"RPG,Open World,Hack and Slash,Action,Fantasy,Classic,Action RPG,Singleplayer,Isometric,Adventure,Co-op,Multiplayer,Loot,Story Rich,Atmospheric,Nostalgia,Female Protagonist,Exploration,+"
Planescape: Torment: Enhanced Edition,"RPG,Story Rich,CRPG,Isometric,Dark Fantasy,Choices Matter,Fantasy,Dungeons & Dragons,Atmospheric,Adventure,Philosophical,Singleplayer,Real-Time with Pause,Tactical RPG,Retro,Strategy,Action RPG,Action-Adventure,Dungeon Crawler,2D,+"
Icewind Dale: Enhanced Edition,"RPG,Dungeons & Dragons,Fantasy,CRPG,Party-Based RPG,Adventure,Tabletop,Character Customization,Singleplayer,Co-op,Dungeon Crawler,Multiplayer,Magic,Retro,Action-Adventure,Open World,Isometric,Old School,Real-Time with Pause,Story Rich,+"
SuperPower 2 Steam Edition,"Political Sim,Strategy,Simulation,Politics,Grand Strategy,Multiplayer,War,Economy,Singleplayer,Management,Military,RTS,+"
Rune Classic,"Action,Adventure,Third Person,Classic,Hack and Slash,Vikings,Gore,Multiplayer,Singleplayer,Mythology,Fantasy,RPG,Nostalgia,+"
Star Trek Timelines,"Free to Play,Strategy,Space,Adventure,RPG,Sci-fi,Multiplayer,Singleplayer,Action,+"
"Warhammer 40,000: Space Wolf","Warhammer 40K,Turn-Based,Games Workshop,Strategy,War,RPG,Turn-Based Tactics,Turn-Based Strategy,Card Game,Board Game,Tactical,Difficult,Sci-fi,Singleplayer,PvP,Trading Card Game,Multiplayer,Atmospheric,Perma Death,3D,+"
Planet Nomads,"Sci-fi,Procedural Generation,Physics,Open World Survival Craft,Driving,Sandbox,Indie,Survival,Voxel,Destruction,Singleplayer,Automation,Aliens,Multiple Endings,Grand Strategy,Realistic,3D,Flight,Crafting,Simulation,+"
The Universim,"Early Access,God Game,City Builder,Colony Sim,Sandbox,Building,Casual,Survival,Management,Space,Strategy,Simulation,Procedural Generation,Colorful,Sci-fi,Resource Management,Aliens,Singleplayer,Open World,Real-Time with Pause,+"
Lethis - Path of Progress,"City Builder,Strategy,Simulation,Steampunk,Building,Indie,Resource Management,Sandbox,Great Soundtrack,Isometric,Management,Singleplayer,Puzzle,2D,Pixel Graphics,+"
Racket: Nx,"Sports,Action,Indie,VR,Space,Sci-fi,Multiplayer,Singleplayer,Atmospheric,Early Access,eSports,Casual,+"
Gunpoint,"Stealth,Indie,Puzzle,2D,Pixel Graphics,Singleplayer,Comedy,Action,Strategy,Noir,Platformer,Great Soundtrack,Funny,Short,Hacking,Level Editor,GameMaker,Story Rich,Adventure,Sci-fi,+"
Moons of Madness,"Adventure,Horror,Lovecraftian,Sci-fi,Space,First-Person,Mars,Psychological Horror,Survival,Atmospheric,Singleplayer,Exploration,Puzzle,Thriller,Mystery,Science,Psychological,Walking Simulator,Alternate History,Indie,+"
ColdSide,"Adventure,Indie,Singleplayer,Horror,Psychological Horror,First-Person,Atmospheric,+"
Scrapnaut,"Building,Survival,Multiplayer,Co-op,Online Co-Op,Adventure,Sandbox,Exploration,Open World Survival Craft,Top-Down,Crafting,Open World,Base Building,Atmospheric,Post-apocalyptic,Mystery,Robots,Singleplayer,Indie,Steampunk,+"
Victoria II,"Grand Strategy,Strategy,Historical,Political Sim,Politics,Economy,Simulation,Real-Time with Pause,Military,World War I,Sandbox,War,Singleplayer,RTS,Multiplayer,Alternate History,Management,Moddable,Diplomacy,Great Soundtrack,+"
HALF DEAD 2,"Survival,Gore,Co-op,Action,Adventure,Massively Multiplayer,Violent,Multiplayer,First-Person,Online Co-Op,Puzzle,Horror,PvP,Singleplayer,Early Access,Indie,Character Customization,+"
Love Love School Days,"Cute,Dating Sim,Horror,Action Roguelike,Roguelike,Exploration,FPS,3D Platformer,First-Person,Action-Adventure,3D Vision,Romance,Third Person,Psychological Horror,Multiple Endings,Anime,Procedural Generation,3D,Action,Stealth,+"
Super Meat Boy,"Precision Platformer,Platformer,Difficult,Indie,2D Platformer,Pixel Graphics,2D,Singleplayer,Great Soundtrack,Fast-Paced,Retro,Controller,Unforgiving,Gore,Action,Time Attack,Funny,Comedy,Side Scroller,Replay Value,+"
Blood of Steel,"Free to Play,Massively Multiplayer,Wargame,Strategy,Action,Medieval,Gore,Tactical,Grand Strategy,RTS,War,Swordplay,MOBA,Violent,PvP,Online Co-Op,Co-op,Adventure,Multiplayer,Simulation,+"
Fly Corp,"Casual,Transportation,Time Management,Strategy,Management,Minimalist,Jet,Simulation,Puzzle,Building,Logic,Sandbox,2D,Cute,Family Friendly,RTS,Abstract,Colorful,Experimental,Idler,+"
Hoa,"2D Platformer,Relaxing,Atmospheric,Action-Adventure,Hand-drawn,Singleplayer,Cute,Exploration,Cartoon,Adventure,Indie,Platformer,Action,Casual,2.5D,Family Friendly,Puzzle Platformer,Nature,Fantasy,Cinematic,+"
Stronghold 3 Gold,"Strategy,City Builder,Medieval,Simulation,RTS,Resource Management,Multiplayer,Historical,Sandbox,Base Building,Singleplayer,Open World,Co-op,Atmospheric,Classic,Building,Survival,Economy,Real-Time,Great Soundtrack,+"
Children of Silentown,"Atmospheric,Adventure,Point & Click,Puzzle,Story Rich,Female Protagonist,Horror,Mystery,Dark,Hand-drawn,Colorful,2D,Multiple Endings,Surreal,Cartoony,Stylized,Beautiful,Singleplayer,Indie,Psychological Horror,+"
Pathologic Classic HD,"Atmospheric,Story Rich,Survival,Psychological Horror,Cult Classic,First-Person,Horror,Dark,RPG,Great Soundtrack,Singleplayer,Adventure,Indie,Difficult,Choices Matter,Classic,Open World,Action,Mature,Walking Simulator,+"
Happy Game,"Horror,Cute,Psychedelic,Dark,Casual,Atmospheric,Indie,Surreal,Funny,Singleplayer,Adventure,2D,Stylized,Colorful,Point & Click,Supernatural,Story Rich,Gore,Violent,Linear,+"
Kunoichi Demon Slayers,"RPG,Sexual Content,Anime,2D,Hentai,JRPG,Nudity,Singleplayer,Indie,Mature,NSFW,RPGMaker,Female Protagonist,+"
Conrad Stevenson's Paranormal P.I.,"Early Access,Psychological Horror,Supernatural,Horror,Investigation,Exploration,Thriller,Demons,Immersive Sim,Detective,Realistic,Sandbox,Controller,Mystery,First-Person,Dark,PvE,Narration,Survival Horror,Simulation,+"
The Uncertain: Last Quiet Day,"Adventure,Indie,Robots,Atmospheric,Sci-fi,Puzzle,Point & Click,Story Rich,Singleplayer,Cyberpunk,Post-apocalyptic,Futuristic,Episodic,Third Person,Great Soundtrack,Hidden Object,Short,Choices Matter,Walking Simulator,Horror,+"
PULSAR: Lost Colony,"Space,Co-op,Open World,Adventure,Multiplayer,Space Sim,Action,Sci-fi,Online Co-Op,First-Person,Early Access,Indie,VR,Singleplayer,FPS,Colorful,Aliens,Futuristic,Robots,6DOF,+"
Tower of Time,"RPG,Strategy,Indie,Real-Time with Pause,Real Time Tactics,Story Rich,CRPG,Dungeon Crawler,Adventure,Party-Based RPG,Isometric,Real-Time,Lore-Rich,Atmospheric,Singleplayer,Great Soundtrack,Fantasy,Realistic,Turn-Based,Multiplayer,+"
Shadow Legend VR,"Adventure,RPG,Action,Violent,Gore,VR,Medieval,+"
Bugsnax,"Psychological Horror,Creature Collector,Adventure,LGBTQ+,Comedy,Singleplayer,Story Rich,First-Person,Cute,Puzzle,Exploration,Cartoony,Action,Casual,Colorful,Sandbox,Physics,Investigation,Multiple Endings,Narration,+"
Spark the Electric Jester 3,"3D,3D Platformer,Action,Platformer,Hack and Slash,Third Person,Exploration,Singleplayer,Beat 'em up,Combat,Sci-fi,Driving,Cartoony,Colorful,Fantasy,1990's,Indie,Futuristic,Retro,Fast-Paced,+"
Jupiter Hell,"Roguelike,Turn-Based,Strategy,Traditional Roguelike,RPG,Indie,Grid-Based Movement,Gore,Violent,Horror,Sci-fi,Procedural Generation,Singleplayer,Replay Value,Top-Down,Turn-Based Combat,Perma Death,Great Soundtrack,Shooter,+"
SteamWorld Heist,"Strategy,Turn-Based,Indie,RPG,Steampunk,Action,Adventure,2D,Female Protagonist,Turn-Based Tactics,Singleplayer,Robots,Great Soundtrack,Turn-Based Combat,Sci-fi,Heist,Turn-Based Strategy,Comedy,Atmospheric,Touch-Friendly,+"
Green Hell VR,"VR,Survival,Adventure,Action,Simulation,Exploration,Realistic,Action-Adventure,Immersive Sim,Hunting,Crafting,Interactive Fiction,Sandbox,Open World,Time Management,Nature,Singleplayer,Atmospheric,Modern,Resource Management,+"
Radio General,"Strategy,Simulation,Indie,World War II,RTS,War,Voice Control,Military,Real Time Tactics,Historical,Tactical,Co-op,+"
Cantata,"Early Access,Strategy,Sandbox,Pixel Graphics,Management,Moddable,Level Editor,Base Building,Turn-Based Strategy,Turn-Based Tactics,Sci-fi,4X,Replay Value,Automation,Atmospheric,Multiplayer,Singleplayer,Building,Story Rich,Local Multiplayer,+"
Poly Bridge,"Building,Simulation,Physics,Puzzle,Singleplayer,Sandbox,Difficult,Indie,Funny,Level Editor,Family Friendly,Great Soundtrack,Education,Crafting,Cartoon,Colorful,Cute,Stylized,Strategy,Choices Matter,+"
No Straight Roads: Encore Edition,"Action,Rhythm,Soundtrack,Electronic Music,Linear,Female Protagonist,Colorful,Rock Music,Spectacle fighter,Turn-Based Combat,Music,Exploration,Family Friendly,3D Platformer,Cartoony,Action RPG,Atmospheric,Local Co-Op,Funny,Party-Based RPG,+"
Wayhaven Chronicles: Book Three,"Adventure,Casual,RPG,Choose Your Own Adventure,Interactive Fiction,Text-Based,Romance,Supernatural,Vampire,Story Rich,Singleplayer,Indie,Drama,Replay Value,Immersive,Sequel,+"
Hurtworld,"Survival,FPS,Open World,Multiplayer,Open World Survival Craft,Crafting,Building,PvP,Adventure,Sandbox,Action,Early Access,Co-op,First-Person,Shooter,Simulation,Third Person,Singleplayer,Indie,Cartoony,+"
Wingspan,"Building,Board Game,Card Game,Strategy,Relaxing,Wholesome,Casual,Nature,Turn-Based Strategy,Cute,Tabletop,PvP,Singleplayer,Resource Management,Economy,Local Multiplayer,2D,Co-op,Local Co-Op,Multiplayer,+"
Songs of Syx,"Early Access,City Builder,Colony Sim,Strategy,Base Building,Singleplayer,Sandbox,Grand Strategy,Building,2D,Top-Down,Simulation,Pixel Graphics,Combat,Moddable,Survival,Open World,Medieval,Fantasy,Economy,+"
Business Tour - Board Game with Online Multiplayer,"Board Game,Free to Play,Multiplayer,Strategy,Casual,Massively Multiplayer,Indie,Co-op,Funny,Capitalism,Online Co-Op,Management,Family Friendly,Adventure,Singleplayer,Simulation,Trading,Tabletop,Psychological Horror,Comedy,+"
Jet Kave Adventure,"Platformer,Side Scroller,Action-Adventure,2D Platformer,Precision Platformer,Puzzle Platformer,Flight,Sports,Racing,Puzzle,Arcade,Metroidvania,Roguelike,2.5D,2D,Dinosaurs,Funny,Controller,Casual,Singleplayer,+"
Banners of Ruin,"Roguelike Deckbuilder,Roguelike,Card Battler,Card Game,Difficult,Deckbuilding,Turn-Based,Strategy,Singleplayer,Dungeon Crawler,Turn-Based Tactics,Atmospheric,Roguelite,RPG,Turn-Based Strategy,Replay Value,Dark,Mouse only,Dark Fantasy,Management,+"
Mechanism,"Adventure,Indie,Robots,Steampunk,Atmospheric,Puzzle,Cute,Horror,Singleplayer,Story Rich,Psychological,Dark,Third Person,Open World,Psychological Horror,Mystery,Walking Simulator,Drama,Thriller,Mature,+"
Chernobyl: Origins,"Psychological Horror,1980s,Survival,Atmospheric,Horror,Hand-drawn,Dark,Exploration,Hidden Object,Puzzle,Interactive Fiction,Sci-fi,Mystery,2D,Historical,Story Rich,Casual,Survival Horror,Logic,Old School,+"
Inout,"Early Access,Horror,Online Co-Op,Multiplayer,Violent,Survival Horror,Co-op,Gore,Psychological Horror,First-Person,Survival,Dark,Singleplayer,Stealth,Puzzle,Action,Atmospheric,Difficult,Controller,Cinematic,+"
"Guns, Gore & Cannoli","Action,Side Scroller,2D,Gore,Co-op,Shoot 'Em Up,Zombies,Indie,Platformer,Local Multiplayer,Shooter,Funny,Arcade,Comedy,Cartoon,4 Player Local,Great Soundtrack,Classic,Beat 'em up,Violent,+"
Beautiful Mystic Survivors,"Early Access,Action Roguelike,Bullet Hell,Shoot 'Em Up,Roguelite,Casual,Action,Anime,RPG,Singleplayer,Dark Fantasy,Action RPG,Nudity,Roguelike,3D,Survival,Perma Death,Fantasy,Procedural Generation,Colorful,+"
Infinitode 2 - Infinite Tower Defense,"Tower Defense,Strategy,Level Editor,2D,Building,Base Building,Hand-drawn,1980s,1990's,Atmospheric,Logic,Relaxing,Singleplayer,Tactical,Cyberpunk,Crafting,Mining,Score Attack,Minimalist,Top-Down,+"
POLYGON,"FPS,Free to Play,Shooter,Multiplayer,Military,First-Person,Tactical,War,Action,Team-Based,PvP,Gun Customization,Massively Multiplayer,Competitive,Character Customization,Stylized,Indie,Early Access,Atmospheric,Colorful,+"
SurrounDead,"Zombies,Post-apocalyptic,Survival,Open World,RPG,Exploration,Singleplayer,Shooter,Third Person,Early Access,Loot,Indie,First-Person,Adventure,Action,PvE,Third-Person Shooter,Base Building,Open World Survival Craft,Action RPG,+"
Braveland Heroes,"Free to Play,Strategy,RPG,Adventure,Multiplayer,Turn-Based,Co-op,Turn-Based Strategy,Indie,Hex Grid,Fantasy,PvP,Tactical RPG,Atmospheric,Hand-drawn,Casual,Massively Multiplayer,Tactical,Touch-Friendly,Early Access,+"
Minimalism,"Indie,Casual,Action,Adventure,Difficult,Platformer,Minimalist,+"
Hashiriya Drifter-Online Drift Racing Multiplayer (DRIFT/DRAG/RACING),"Racing,Simulation,Driving,Multiplayer,Automobile Sim,Massively Multiplayer,Character Customization,Underground,Sports,Realistic,Retro,MMORPG,Battle Royale,Open World,PvP,Combat Racing,Life Sim,Action,1990's,Building,+"
Monster Train,"Card Battler,Roguelite,Card Game,Turn-Based Tactics,Roguelike,Deckbuilding,PvP,Difficult,Turn-Based Strategy,Strategy,RPG,Roguelike Deckbuilder,Turn-Based Combat,Choices Matter,Procedural Generation,Colorful,Fantasy,Demons,Trains,Magic,+"
Indies' Lies,"Deckbuilding,Card Battler,Turn-Based Combat,Turn-Based Tactics,Card Game,Roguelite,Strategy RPG,Turn-Based Strategy,Traditional Roguelike,Roguelike,Strategy,Roguelike Deckbuilder,Anime,Lore-Rich,Steampunk,Dark Fantasy,Magic,Medieval,Tactical,Singleplayer,+"
Gedonia,"Open World,RPG,Third Person,Magic,Dragons,Medieval,Character Customization,Fantasy,Crafting,Early Access,Singleplayer,Adventure,Atmospheric,Exploration,Replay Value,Story Rich,Classic,CRPG,Choose Your Own Adventure,Beautiful,+"
Reventa,"Action,Indie,Early Access,+"
Paradox of Hope VR,"VR,Atmospheric,Post-apocalyptic,Shooter,Survival Horror,Horror,Survival,Stealth,Exploration,First-Person,FPS,Story Rich,Gun Customization,Realistic,Physics,Singleplayer,Adventure,Action,Indie,Early Access,+"
Medieval Engineers,"Building,Sandbox,Medieval,Physics,Open World,Destruction,Multiplayer,Simulation,Crafting,Survival,Strategy,Early Access,Action,Singleplayer,Indie,Realistic,Co-op,Adventure,Atmospheric,Voxel,+"
Out There: Ω Edition,"Space,Indie,Sci-fi,Roguelike,Adventure,Strategy,Singleplayer,Resource Management,Exploration,RPG,Roguelite,Atmospheric,Great Soundtrack,Survival,2D,Touch-Friendly,Difficult,Story Rich,Turn-Based,+"
AGAINST,"Shooter,Action,Music,Rhythm,VR,Arcade,Fast-Paced,Indie,Singleplayer,Casual,Atmospheric,Cinematic,Early Access,Stylized,Comic Book,Hero Shooter,+"
Griftlands,"Card Battler,Roguelite,Deckbuilding,Choices Matter,RPG,Turn-Based,Story Rich,Card Game,Strategy,Dark Humor,Roguelike,Turn-Based Combat,2D,Comic Book,Choose Your Own Adventure,Multiple Endings,Singleplayer,Hand-drawn,Sci-fi,Atmospheric,+"
Realms of Magic,"RPG,Open World Survival Craft,Adventure,Indie,2D,Action,Open World,Sandbox,Pixel Graphics,Survival,Platformer,Crafting,Early Access,Singleplayer,Magic,Fantasy,Character Customization,+"
HUNTDOWN,"Action,Pixel Graphics,Shooter,Side Scroller,Local Co-Op,Shoot 'Em Up,2D,Arcade,Retro,Cyberpunk,Precision Platformer,Platformer,Co-op,1980s,Violent,Sci-fi,2D Platformer,Online Co-Op,Dystopian,Futuristic,+"
Treasure Hunter Claire,"Sexual Content,Nudity,RPG,RPGMaker,Anime,Adventure,Mature,Female Protagonist,Hentai,Indie,JRPG,NSFW,Multiple Endings,Funny,Memes,Cute,+"
Plantera 2: Golden Acorn,"Clicker,Collectathon,Idler,Sandbox,Agriculture,Building,Automation,Farming Sim,Point & Click,RPG,2D,Cute,Relaxing,Funny,Casual,Simulation,Colorful,Pixel Graphics,Family Friendly,Atmospheric,+"
Crunch Element,"FPS,PvE,Shooter,VR,Action,Tactical,Physics,Destruction,Combat,Online Co-Op,Singleplayer,Early Access,Fast-Paced,Indie,Stealth,Co-op,First-Person,Multiplayer,Stylized,Cyberpunk,+"
Swarm Grinder,"Casual,Action Roguelike,Pixel Graphics,Action,Arcade,Retro,Roguelite,Sci-fi,Action RPG,Roguelike,RPG,Mechs,2D,Procedural Generation,Singleplayer,Vehicular Combat,Controller,Indie,Early Access,Steampunk,+"
Refunct,"Parkour,3D Platformer,Relaxing,Short,Puzzle Platformer,First-Person,Platformer,Casual,Atmospheric,Open World,Stylized,Great Soundtrack,Adventure,Colorful,Singleplayer,Exploration,Family Friendly,Cute,Beautiful,+"
Queen of the Otaku: THERE CAN ONLY BE ONE,"Adventure,Visual Novel,2D,Anime,Text-Based,Romance,Singleplayer,Story Rich,Hentai,+"
Lock 'n Load Tactical Digital: Core Game,"Turn-Based Tactics,Wargame,Board Game,Indie,Strategy,Simulation,Turn-Based,World War II,War,Early Access,Hex Grid,Tabletop,Turn-Based Strategy,2D,PvP,Multiplayer,Singleplayer,Cold War,Combat,Modern,+"
King's Bounty: Dark Side,"RPG,Strategy,Turn-Based Strategy,Hex Grid,Turn-Based,Adventure,Fantasy,Villain Protagonist,Female Protagonist,Singleplayer,+"
Coffee Talk,"Conversation,Pixel Graphics,Visual Novel,Atmospheric,Relaxing,Interactive Fiction,Story Rich,LGBTQ+,Casual,Choices Matter,Singleplayer,Simulation,Multiple Endings,Emotional,Anime,Fantasy,Indie,Philosophical,Experimental,Crafting,+"
Arto,"Action-Adventure,Colorful,Action RPG,Exploration,Action,Adventure,RPG,Hack and Slash,3D,Isometric,Souls-like,Multiple Endings,Fantasy,Atmospheric,Combat,Singleplayer,Female Protagonist,Story Rich,Stylized,Cinematic,+"
Flowers -Le volume sur ete-,"Visual Novel,Female Protagonist,LGBTQ+,Romance,Mystery,Story Rich,Multiple Endings,Cute,Anime,Hand-drawn,Casual,Adventure,Singleplayer,Indie,Great Soundtrack,Beautiful,Dating Sim,Nudity,War,World War II,+"
Idol Manager,"Management,Simulation,Anime,Sexual Content,Strategy,Indie,Visual Novel,Economy,Moddable,Romance,Cute,Replay Value,Mature,Nudity,Singleplayer,Comedy,Hentai,Nonlinear,Point & Click,Dark Comedy,+"
Niplheim's Hunter - Branded Azel,"RPG,Sexual Content,Nudity,Mature,Female Protagonist,Anime,RPGMaker,NSFW,Hentai,JRPG,Adventure,Singleplayer,Fantasy,+"
Live the Life,"Life Sim,Simulation,Character Customization,Management,Building,Open World,Nudity,Economy,Sandbox,Survival,Perma Death,Early Access,RPG,Physics,Indie,First-Person,Strategy,Singleplayer,6DOF,Relaxing,+"
Elven Assassin,"Action,Simulation,VR,Adventure,Indie,Archery,Tower Defense,Early Access,Multiplayer,+"
Desert Skies,"Open World Survival Craft,Action,Indie,Adventure,Survival,Crafting,First-Person,Multiplayer,Stealth,Early Access,Western,Building,Base Building,Singleplayer,Open World,+"
Gibbous -  A Cthulhu Adventure,"Point & Click,Adventure,Puzzle,Comedy,Funny,Singleplayer,Hand-drawn,Lovecraftian,Story Rich,Indie,Retro,Steampunk,Cats,Noir,Sci-fi,Fantasy,Cartoon,Visual Novel,Gothic,Family Friendly,+"
Carly and the Reaperman - Escape from the Underworld,"Co-op,Asymmetric VR,Puzzle Platformer,Local Co-Op,3D Platformer,Indie,Female Protagonist,VR,Adventure,Platformer,Action,Puzzle,Anime,3D,Casual,Split Screen,Third Person,Comedy,Atmospheric,Family Friendly,+"
Fraymakers,"Indie,Fighting,2D Fighter,Multiplayer,Action,Games Workshop,Pixel Graphics,Character Customization,Local Multiplayer,PvP,2D,Competitive,4 Player Local,Early Access,Co-op,Beat 'em up,Controller,Moddable,Arcade,Singleplayer,+"
Acron: Attack of the Squirrels!,"Action,Asymmetric VR,VR,Multiplayer,+"
Rags to Dishes,"Simulation,Casual,VR,Singleplayer,First-Person,Action,Time Management,Indie,Arcade,Medieval,Cooking,+"
Pascal's Wager: Definitive Edition,"Singleplayer,Souls-like,Dark Fantasy,Adventure,Story Rich,RPG,Action RPG,Action,Difficult,Action-Adventure,3D,Third Person,Atmospheric,Female Protagonist,+"
Warbanners,"Turn-Based Tactics,Turn-Based Combat,Tactical RPG,Turn-Based,Turn-Based Strategy,2D,Strategy,Strategy RPG,Tactical,Fantasy,RPG,Singleplayer,Replay Value,Difficult,Atmospheric,Medieval,Indie,Dark Fantasy,Story Rich,Adventure,+"
Battle Chef Brigade Deluxe,"Action,RPG,Indie,Adventure,Cooking,Female Protagonist,Anime,Puzzle,Match 3,Hand-drawn,2D,Story Rich,Fantasy,Family Friendly,Local Multiplayer,Singleplayer,Cute,Beat 'em up,Side Scroller,Wholesome,+"
